,0,43
,1,60
,2,74
,3,77
,4,63
,5,68
,6,64
,7,70
,8,63
,9,51
,10,93
,11,41
,12,41
,13,67
,14,80
,15,32
,16,33
,17,30
,18,33
,19,42
,20,33
,21,59
,22,66
,23,36
,24,51
,25,66
,26,42
,27,67
,28,35
,29,79
,30,56
,31,34
,32,35
,33,36
,34,53
,35,64
,36,70
,37,30
,38,49
,39,41
,40,76
,41,42
,42,64
,43,52
,44,71
,45,42
,46,73
,47,58
,48,69
,49,42
,50,59
,51,54
,52,43
,53,24
,54,34
,55,52
,56,53
,57,53
,58,46
,59,37
,60,62
,61,74
,62,54
,63,55
,64,32
,65,51
,66,42
,67,62
,68,42
,69,42
,70,33
,71,42
,72,42
,73,42
,74,42
,75,42
,76,39
,77,50
,78,51
,79,35
,80,68
,81,34
,82,64
,83,42
,84,42
,85,60
,86,40
,87,42
,88,42
,89,55
,90,37
,91,55
,92,42
,93,42
,94,42
,95,34
,96,39
,97,38
,98,36
,99,36
,100,31
,101,37
,102,37
,103,29
,104,44
,105,64
,106,42
,107,49
,108,38
,109,67
,110,71
,111,56
,112,39
,113,40
,114,34
,115,58
,116,35
,117,32
,118,34
,119,37
,120,75
,121,49
,122,30
,123,42
,124,60
,125,68
,126,23
,127,66
,128,33
,129,32
,130,34
,131,42
,132,42
,133,33
,134,42
,135,34
,136,42
,137,63
,138,58
,139,42
,140,42
,141,39
,142,39
,143,33
,144,42
,145,56
,146,42
,147,33
,148,45
,149,42
,150,42
,151,42
,152,45
,153,48
,154,37
,155,42
,156,39
,157,42
,158,36
,159,42
,160,38
,161,63
,162,68
,163,47
,164,52
,165,56
,166,58
,167,35
,168,37
,169,36
,170,72
,171,40
,172,52
,173,42
,174,22
,175,42
,176,35
,177,54
,178,36
,179,40
,180,42
,181,37
,182,33
,183,42
,184,42
,185,39
,186,42
,187,42
,188,72
,189,48
,190,72
,191,42
,192,52
,193,63
,194,42
,195,42
,196,42
,197,42
,198,48
,199,36
