,0,42
,1,38
,2,34
,3,72
,4,46
,5,54
,6,66
,7,36
,8,58
,9,30
,10,35
,11,43
,12,31
,13,40
,14,37
,15,43
,16,60
,17,40
,18,54
,19,71
,20,57
,21,60
,22,83
,23,69
,24,43
,25,58
,26,67
,27,67
,28,79
,29,82
,30,43
,31,43
,32,39
,33,45
,34,36
,35,45
,36,35
,37,47
,38,33
,39,42
,40,40
,41,39
,42,35
,43,32
,44,43
,45,70
,46,45
,47,66
,48,39
,49,46
,50,31
,51,39
,52,43
,53,39
,54,43
,55,43
,56,49
,57,37
,58,43
,59,43
,60,43
,61,41
,62,50
,63,43
,64,70
,65,46
,66,61
,67,59
,68,67
,69,43
,70,43
,71,43
,72,43
,73,43
,74,43
,75,34
,76,34
,77,43
,78,43
,79,34
,80,29
,81,19
,82,84
,83,33
,84,15
,85,61
,86,33
,87,37
,88,32
,89,16
,90,34
,91,29
,92,33
,93,21
,94,32
,95,36
,96,29
,97,37
,98,50
,99,20
,100,36
,101,59
,102,56
,103,67
,104,43
,105,43
,106,35
,107,43
,108,34
,109,43
,110,31
,111,38
,112,77
,113,38
,114,88
,115,35
,116,36
,117,37
,118,34
,119,68
,120,48
,121,68
,122,43
,123,40
,124,43
,125,43
,126,79
,127,40
,128,43
,129,55
,130,43
,131,43
,132,43
,133,43
,134,43
,135,43
,136,35
,137,29
,138,19
,139,33
,140,33
,141,40
,142,45
,143,30
,144,57
,145,57
,146,57
,147,60
,148,62
,149,35
,150,70
,151,50
,152,37
,153,69
,154,62
,155,43
,156,59
,157,43
,158,65
,159,43
,160,50
,161,55
,162,43
,163,35
,164,40
,165,54
,166,44
,167,84
,168,43
,169,43
,170,40
,171,31
,172,33
,173,70
,174,33
,175,36
,176,30
,177,28
,178,22
,179,32
,180,30
,181,32
,182,37
,183,53
,184,53
,185,54
,186,57
,187,65
,188,78
,189,36
,190,37
,191,40
,192,34
,193,48
,194,36
,195,37
,196,39
,197,41
,198,32
,199,43
